snp-dists 0.8.2	NC_009497	227	GCA_018594715	GCA_029989345	GCA_001929505	SRR10958111	243-B21	GCA_009857975	GCA_009850655	GCA_018591955	GCA_018593635	SRR10958115	GCA_018591875	GCA_018593955	GCA_018593495	GCA_018594075	GCA_009851735	SRR10958113	GCA_020423375	GCA_018592115	GCA_018591815	GCA_029536715	SRR10958193	GCA_003354265	240	GCA_009850125	GCA_009849885	GCA_016453825	GB000944	GCA_018592295	GCA_018594215	222A	SRR17119145	234	GCA_018593675	GCA_016452465	GCA_018593735	GCA_018593745	GCA_020422985	GCA_018591855	SRR10958101	GCA_018594415	GCA_009850225	GCA_000219375	GCA_029855505	GCA_018593195	GCA_018592415	GCA_018592085	GCA_009850275	GCA_018594025	GCA_009850905	223	GCA_016452865	GCA_018592055	GCA_016453185	GCA_013423725	228	GCA_016452745	SCOT3	GCA_009850255	GCA_018592555	GCA_018594295	GCA_009850175	SRR10958130	GCA_016453325	245	GCA_018591835	SRR20305655	GCA_018591965	GCA_018591995	GCA_016453045	GCA_029989505	SCOT2	GCA_016452845	SRR20305624	GCA_011996525	GCA_009850405	GCA_009851565	GCA_018592175	SRR12686435	GCA_009849005	GCA_009852155	GCA_018593615	GB18000923	GCA_009156025	230-B21	SRR12673179	GCA_029855745	GCA_009849495	GCA_009850305	GCA_009850365	GCA_009849845	GCA_018592815	GCA_029855765	GCA_009848995	GCA_001930225	GCA_020423725	SRR3954761	SRR3954835	GCA_018592155	SCOT4	GCA_009849055	221	GCA_009851965	SRR12673135	224	241	GB18001319	SCOT1	SRR17119177	GCA_003354305	GCA_000183385	GCA_016453545	GCA_009850185	GCA_018593515	GCA_009850755	GCA_009850065	SRR12674172	GCA_003354425	GCA_018592275	GCA_009851545	226-B21	GCA_009848695	GCA_018593395	GCA_016452505	GCA_018594125	SRR17119126	GCA_029855805	229-B21	GCA_009849465	GCA_009848775	GB17005644	GCA_018593755	GCA_009850675	GCA_009852305	GCA_003354285	GCA_009851715	GCA_018593965	224B21	GCA_029855485	GCA_018593995
GCA_003354425	45709	3379	2808	5083	2214	6141	3489	8296	7724	3019	1682	3607	2926	2236	2778	1389	3467	3619	3572	2213	5024	1099	3616	5305	3628	1338	4385	3466	3629	1039	2195	3656	2679	3559	4997	3760	1607	3563	3885	2116	3534	4608	871	841	3927	1097	2600	3214	5303	2863	4411	3626	4341	5743	3574	3045	3635	3311	3661	3117	2544	3129	1683	3624	2457	3488	2676	5058	1721	2645	3366	3626	3662	3369	5014	1991	7400	5072	1746	3475	6118	1065	1689	3629	5068	3629	3455	5152	9015	3401	5450	2737	3108	3428	899	2707	3603	812	842	2363	3628	1936	3629	1099	3454	3624	3339	3309	3613	2343	2068	6040	4309	2148	2922	7603	4216	3444	0	2687	1993	3645	2045	3174	3640	3293	1998	5150	3629	8314	2934	3626	2336	8885	1819	2503	5216	2663	3631	3607	2559
GCA_018592275	45644	2345	1471	4018	1649	5012	2272	7709	7014	1504	1974	2431	2201	1738	1404	2417	4293	2443	2581	1403	4074	2008	2440	3987	2468	2223	5110	2484	2457	2251	1638	2485	0	2390	5003	3251	1834	3180	2766	2227	2335	4585	2166	2187	2592	2724	1970	2980	4215	1889	3606	2454	3703	4779	2594	2508	2463	2406	2481	2253	1327	2894	2097	2439	1641	2271	1615	4005	2020	2901	2833	2448	2481	2296	3992	2570	6674	5275	2002	2250	6337	2438	2240	2455	4014	2450	2229	4160	9389	2283	4525	2989	2460	2153	2245	2118	2333	2168	2203	1517	2448	3299	2456	2545	2228	2441	2190	2170	2445	2118	1883	4904	3630	2431	1597	7173	3170	2225	2687	0	1916	2474	1786	2734	2753	3033	2576	4247	2451	8051	3513	2458	1376	9255	1707	2664	4939	1328	2452	2433	1390
GCA_009851545	45570	2751	2191	3915	1612	4982	2836	7642	7166	2479	1890	3076	2467	1727	2149	1747	3750	3090	2981	1604	3766	1268	3088	4214	3109	1916	4397	2954	3106	1518	1803	3134	1909	3026	4738	3223	1585	3200	2941	1908	2886	3964	1304	1257	3140	1982	2454	2723	4041	1964	3404	3102	3646	4820	2876	2477	3101	2702	3134	2645	1877	3176	1605	3089	1969	2835	2022	3895	1332	2062	2936	3095	3135	2669	3849	2033	6614	4950	1248	2819	5872	1877	2181	3104	3904	3099	2806	3847	9387	2764	4506	2637	2297	2781	1294	2275	2900	1224	1257	1792	3100	2716	3105	1663	2805	3099	2675	2670	3087	1639	1885	4881	3616	1699	2396	7070	3029	2802	1993	1916	0	3122	1524	2843	2725	3093	2039	4412	3099	8089	3178	3106	1882	9251	1113	2624	4607	2044	3100	3085	2085
226-B21	45352	1327	1724	3080	2628	4247	1062	7576	6905	1685	3014	59	2330	2195	1967	3780	5348	40	1256	2334	3355	3331	61	3160	48	3240	5348	1410	32	3344	2528	72	2474	35	4593	2621	3113	3836	1590	3185	1221	5321	3585	3638	1688	3344	1690	3728	3043	2860	2830	46	3222	3842	1992	3070	52	1420	86	2131	2049	2563	3154	45	1996	1061	1961	3024	3169	3097	1525	48	86	1131	3013	3852	6499	5162	3141	1078	6191	2985	3127	43	3034	40	1055	3447	9356	1560	3799	3480	2911	1035	3658	1735	1266	3604	3681	2458	53	4525	37	3645	1054	101	1177	1202	48	2605	1964	4153	3111	3966	1611	6806	3345	1057	3645	2474	3122	0	2501	3292	1738	3914	3857	3354	41	8107	4659	42	2168	9255	2822	2203	4766	1918	42	58	2044
GCA_009848695	45523	2307	1658	4238	1577	5343	2207	7715	7206	1809	2024	2441	2423	1636	1548	1937	3976	2469	2374	1285	4238	1416	2449	4492	2481	1643	4694	2573	2484	1460	1433	2520	1786	2423	4843	3112	1892	2814	2709	2185	2251	4333	1512	1453	2597	2190	1624	3229	4530	2136	3839	2481	3848	5078	2802	2832	2489	2269	2512	2267	1580	2770	1790	2474	1562	2206	1494	4188	1701	2487	2598	2474	2512	2077	4155	2296	6592	4908	1684	2193	5877	1865	1979	2482	4190	2477	2170	4327	9345	2411	4836	2062	2142	2142	1468	2021	2551	1449	1477	1478	2478	2917	2483	1715	2169	2466	2310	2302	2466	1654	1308	5239	3804	1790	1821	7196	3484	2163	2045	1786	1524	2501	0	2384	2818	2646	2302	4499	2478	8011	3285	2487	1535	9203	1592	2346	4530	1450	2479	2468	1556
GCA_018593395	45072	3206	2632	4960	3220	5419	3219	7875	7298	2763	3421	3253	3546	2423	2882	3417	4749	3261	3342	2637	4856	2935	3259	4934	3277	3042	3231	3324	3277	3053	3141	3311	2734	3211	3750	3677	3360	3219	3674	3387	3246	2747	3085	3075	3422	3317	2543	4021	5028	2927	4244	3274	3988	5337	3645	3299	3283	3030	3284	3354	2894	2797	3371	3257	2668	3218	2562	4969	2889	3569	3123	3269	3284	3198	4929	3521	6906	4505	2942	3197	6363	3370	3107	3274	4951	3276	3176	4955	9424	3272	4883	3078	2858	3134	3106	2965	3278	3069	3129	2874	3267	4035	3276	3110	3175	3243	3294	3287	3258	3033	2227	5313	3870	3224	2615	7290	4454	3166	3174	2734	2843	3292	2384	0	3509	3860	3531	4479	3277	8086	4472	3277	2979	9289	2935	3764	5535	2785	3281	3251	2850
GCA_016452505	36137	1512	2146	2382	2427	3393	1369	6430	5882	2211	2735	1670	2012	2426	2156	3479	4917	1690	1480	2484	2548	3405	1674	2823	1727	3248	4479	1431	1721	3220	2607	1737	2753	1675	3848	2368	2898	3461	1342	3050	1466	4347	3485	3532	1838	3300	2317	3170	2431	2576	2077	1734	2765	3207	1626	3182	1737	1119	1703	2045	2236	2683	2887	1682	1992	1369	2054	2340	3271	2771	2016	1694	1703	1281	2337	3450	5817	4188	3154	1353	5308	3220	3544	1699	2362	1701	1332	2589	7924	1487	3368	3087	3226	1314	3522	1955	1573	3493	3550	2543	1694	4239	1728	3647	1331	1660	1258	1272	1690	2495	2494	3322	2778	3664	1876	5714	3007	1331	3640	2753	2725	1738	2818	3509	0	3593	3450	3163	1701	6840	4324	1732	2459	7816	2731	2240	4558	2089	1701	1695	2550
GCA_018594125	45610	3423	3359	5120	2984	5856	3517	8000	7461	3548	3348	3871	3345	2998	2978	3180	5144	3879	3667	2843	5075	3216	3878	5321	3887	3216	5174	3346	3898	3133	2860	3925	3026	3829	3462	4113	3128	3379	3996	3732	3524	4793	3272	3264	3789	3315	3341	4604	5240	3418	4515	3895	4520	5677	3486	3193	3896	3338	3926	3550	2902	3350	3053	3882	2821	3516	2907	5100	3243	3864	3651	3887	3927	3414	5078	3742	7280	2928	3293	3498	6272	3242	3447	3896	5111	3892	3475	5188	9281	3469	5631	3461	2871	3451	3215	3302	3912	3224	3238	2855	3879	4293	3897	3482	3474	3886	3374	3358	3885	3226	3210	5756	4446	3536	3201	7374	4695	3464	3293	3033	3093	3914	2646	3860	3593	0	3742	5404	3892	8020	4644	3891	2860	9137	3021	3796	5471	2874	3893	3869	2978
SRR17119126	45767	3669	2783	4488	2232	5642	3699	8213	7664	3181	1835	3821	3154	2461	2676	2183	4119	3836	3834	2233	4264	1980	3834	4559	3846	1782	3941	3776	3849	1743	2603	3879	2569	3783	5060	3521	2015	3590	3833	1042	3766	4276	1771	1745	3997	2191	3108	2517	4670	2029	3847	3857	3908	4925	3621	3646	3855	3520	3881	3442	2267	3875	2024	3837	2619	3698	2655	4459	2483	2169	3434	3842	3880	3561	4426	0	7380	5323	2408	3696	6519	2314	2483	3848	4465	3842	3679	4374	9055	3621	4791	2965	3281	3653	1781	3029	3758	1715	1744	2093	3846	3013	3848	2053	3678	3851	3551	3539	3840	2479	2888	5547	3864	2613	2949	7526	3281	3674	1998	2576	2039	3857	2302	3531	3450	3742	0	5079	3843	8340	3657	3844	2470	8922	2455	2874	5470	2555	3844	3828	3019
GCA_029855805	45543	3398	3869	3489	4529	3770	3288	7617	6953	3568	4625	3290	3445	3716	3962	4939	6471	3330	3319	4262	3462	4727	3298	2221	3345	4618	5614	3170	3346	4879	4362	3382	4244	3316	5348	2067	4633	5368	3240	4977	3278	5249	5003	5048	3664	4776	3800	4681	3462	4549	2904	3328	1446	2720	3226	4118	3363	2994	3366	3103	4100	4209	4766	3328	3439	3287	3709	3431	4433	4524	2556	3342	3366	3351	3426	5072	7182	6050	4452	3288	6698	4940	4465	3344	3451	3333	3270	3542	9279	3363	675	4600	3869	3166	5060	3952	3026	4992	5042	4229	3339	5745	3351	5166	3269	3366	3257	3297	3332	4219	3757	3664	1285	3958	3615	6829	2503	3268	5150	4247	4412	3354	4499	4479	3163	5404	5079	0	3345	8064	5369	3355	4204	9143	4194	4125	6103	3858	3344	3332	3898
229-B21	45473	1308	1701	3067	2615	4230	1082	7586	6915	1662	2994	41	2313	2178	1944	3759	5325	21	1238	2311	3342	3310	41	3150	40	3232	5343	1398	24	3322	2514	61	2451	27	4589	2578	3090	3820	1575	3161	1204	5316	3564	3617	1664	3329	1672	3704	3029	2837	2824	39	3191	3837	1971	3046	45	1404	68	2113	2026	2554	3130	24	1971	1081	1938	3011	3149	3089	1498	30	68	1114	3001	3837	6511	5157	3121	1060	6199	2968	3105	25	3021	7	1037	3434	9366	1542	3788	3459	2888	1018	3637	1718	1249	3582	3660	2435	35	4513	29	3623	1036	83	1159	1184	30	2582	1947	4135	3100	3953	1594	6820	3330	1039	3629	2451	3099	41	2478	3277	1701	3892	3843	3345	0	8107	4658	34	2145	9263	2801	2180	4767	1897	21	41	2021
GCA_009849465	45188	8141	8088	7983	8004	8031	8175	5754	5105	8063	8369	8042	8071	8073	8038	8290	7298	8098	8155	8021	7782	8130	8046	7966	8097	8270	8398	7010	8113	8311	8010	8143	8042	7997	8106	5871	8294	8072	8141	8340	8156	8065	8329	8312	7735	8338	8121	8298	8007	8053	6649	8106	6053	7865	6909	8018	8109	7030	8129	8030	8014	8014	8365	8092	6682	8174	8013	7994	8104	8110	6206	8102	8129	8170	7951	8330	6144	8072	8089	8177	5694	8392	8350	8103	7990	8087	8172	7987	5323	8120	7992	8094	8078	8037	8297	8022	8170	8233	8298	8035	8086	7630	8115	8204	8165	8125	8055	8090	8096	8055	8074	7944	5945	7935	8091	4538	7933	8161	8314	8051	8089	8107	8011	8086	6840	8020	8340	8064	8107	0	7473	8111	8010	5301	8073	8392	7145	7837	8092	8061	8051
GCA_009848775	45806	4104	3711	5274	3399	6090	4266	6919	5821	3763	2783	4638	3957	3543	3493	2453	3740	4649	4386	3301	5230	2464	4645	5364	4657	2656	5576	4122	4654	2747	3468	4677	3506	4582	6410	4111	2452	4866	4643	3163	4322	5700	2367	2285	4292	3315	3954	3548	5532	4185	4611	4636	4397	5891	3981	4176	4660	3902	4680	4040	3497	4950	2402	4646	3409	4265	3506	5262	3297	4323	3906	4648	4680	4217	5227	3647	6814	6423	3249	4267	6296	2442	2755	4657	5265	4651	4257	5337	7858	4089	5531	4276	3830	4144	2317	4021	4352	2293	2303	3347	4651	3194	4653	2519	4250	4673	4112	4114	4637	3605	3578	5987	4317	3100	3841	6659	4502	4239	2934	3513	3178	4659	3285	4472	4324	4644	3657	5369	4658	7473	0	4656	3368	7725	2851	3458	5163	3352	4656	4621	3463
GB17005644	45485	1311	1708	3078	2623	4248	1090	7591	6920	1669	3000	51	2322	2179	1951	3766	5336	32	1245	2317	3351	3316	53	3161	37	3233	5345	1401	24	3330	2527	60	2458	23	4593	2627	3097	3823	1583	3169	1205	5318	3571	3624	1678	3324	1674	3714	3040	2838	2829	39	3227	3849	1987	3057	40	1402	78	2122	2033	2553	3137	37	1990	1089	1945	3022	3155	3086	1536	40	78	1121	3012	3839	6516	5159	3127	1068	6195	2971	3113	35	3031	33	1045	3444	9366	1543	3801	3465	2895	1025	3644	1719	1255	3590	3667	2446	45	4516	21	3631	1044	93	1167	1192	40	2591	1948	4152	3119	3961	1594	6814	3340	1047	3626	2458	3106	42	2487	3277	1732	3891	3844	3355	34	8111	4656	0	2152	9264	2808	2195	4781	1904	35	50	2028
GCA_018593755	45449	1863	993	3653	1077	4772	1920	7591	6958	1281	1560	2125	2118	1118	801	2057	4054	2137	2042	978	3777	1650	2134	3771	2154	1857	5159	2210	2152	1803	1391	2179	1369	2086	4977	2939	1533	2886	2426	1981	2017	4613	1798	1833	2247	2325	1501	3136	3699	1675	3266	2149	3536	4482	2172	2144	2156	2075	2176	2246	625	2351	1761	2138	1195	1919	1187	3617	1832	2774	2481	2141	2177	1910	3601	2470	6722	5116	1754	1908	5834	2014	1973	2150	3625	2145	1885	3870	9292	1895	4300	2575	2610	1858	1865	1393	2078	1789	1826	1165	2143	3074	2151	2187	1884	2134	1749	1724	2139	1843	1497	4665	3477	2324	1153	7173	3186	1881	2336	1376	1882	2168	1535	2979	2459	2860	2470	4204	2145	8010	3368	2152	0	9150	1284	2039	4588	770	2146	2127	840
GCA_009850675	45461	9214	9243	9127	9224	9116	9277	5174	5791	9199	8899	9215	9211	9229	9194	8792	7384	9249	9243	9225	8901	8849	9222	9107	9247	8786	8970	7938	9252	8867	9219	9285	9244	9131	9226	6572	8831	9310	9259	8909	9223	9313	8870	8803	8910	8902	9255	8889	9081	9294	7590	9213	6587	9013	7952	9188	9226	7958	9280	9183	9129	9172	8906	9249	7729	9277	9176	9113	9275	9268	6928	9253	9280	9260	9076	8913	5921	9215	9270	9283	5894	8915	8868	9249	9115	9242	9274	9118	432	9231	9128	9345	9176	9144	8854	9185	9292	8772	8851	9200	9244	7378	9263	8750	9268	9275	9159	9186	9243	9241	9206	9042	6592	9132	9252	2322	9052	9260	8885	9255	9251	9255	9203	9289	7816	9137	8922	9143	9263	5301	7725	9264	9150	0	9244	8883	6852	9004	9245	9210	9221
GCA_009852305	45655	2332	1650	4104	1474	5116	2412	7770	7090	1931	1776	2782	2314	1248	1642	1514	3378	2793	2662	1281	3927	964	2792	3997	2809	1933	4809	2662	2807	1350	1733	2835	1700	2735	5068	2977	1306	3209	2818	2114	2465	4307	1087	1106	2760	1869	2058	3103	4145	2219	3588	2803	3518	4690	2700	2283	2813	2424	2838	2486	1374	2918	1151	2796	1809	2411	1429	4079	1319	2742	2677	2799	2838	2343	4056	2449	6805	5194	1276	2404	5768	1384	1582	2805	4091	2800	2384	4010	9381	2391	4321	2685	2327	2356	1161	2033	2703	1077	1070	1533	2803	2415	2806	1463	2383	2791	2258	2251	2791	1494	1610	5012	3468	1709	1800	7317	2925	2371	1819	1707	1113	2822	1592	2935	2731	3021	2455	4194	2801	8073	2851	2808	1284	9244	0	2102	4418	1533	2802	2787	1567
GCA_003354285	45705	1634	1716	4111	2538	4809	1329	8042	7424	1997	1605	2165	2502	2023	1657	2347	4311	2174	1723	2284	4205	2024	2172	3786	2196	2236	4945	2025	2188	1744	2233	2216	2664	2123	5229	3015	1805	4023	1730	2780	1471	5484	2068	2134	1799	2120	2365	3643	3999	2902	3528	2185	3654	4659	2139	2996	2207	1751	2219	2476	1886	2809	1712	2178	1842	1329	1530	4072	2842	3781	2523	2181	2219	1384	4047	2874	7281	5254	2696	1318	6184	2229	2256	2186	4086	2179	1296	4292	9009	1766	4422	3272	3250	1270	2190	2267	1820	2070	2130	2377	2183	3299	2193	2302	1295	2174	1378	1367	2178	1421	2071	4708	3597	3234	1720	7433	3709	1298	2503	2664	2624	2203	2346	3764	2240	3796	2874	4125	2180	8392	3458	2195	2039	8883	2102	0	5336	1613	2183	2187	2075
GCA_009851715	45542	4786	4949	5820	4584	6251	4979	5537	6235	5108	4891	4716	4741	4772	4928	4934	5638	4759	4870	4424	5801	4753	4722	5800	4779	4877	6578	4749	4775	4948	4640	4801	4932	4668	6544	4191	4772	5700	5233	4866	4981	6184	4858	4745	4931	5387	4815	5199	5935	5334	4919	4754	4743	6195	4654	5405	4780	4419	4797	4877	4637	5851	4529	4766	4446	4978	4853	5795	4837	5281	3993	4767	4797	4872	5769	5465	4825	6674	4809	4982	5064	4445	4936	4771	5800	4750	4963	5885	7025	4987	6258	5292	4826	4913	4844	4704	5284	4728	4806	4447	4772	5843	4776	4953	4962	4769	4788	4826	4760	5038	4896	6154	4708	4976	4958	6683	5329	4955	5216	4939	4607	4766	4530	5535	4558	5471	5470	6103	4767	7145	5163	4781	4588	6852	4418	5336	0	4746	4755	4760	4916
GCA_018593965	45291	1444	665	3617	1351	4456	1187	7466	6813	1029	1305	1877	1832	1265	52	2158	4330	1888	1473	1061	3731	2051	1882	3576	1906	2032	5275	1649	1903	2122	1291	1939	1328	1837	5011	2940	1374	2956	1679	2254	1281	4808	2153	2192	1537	2448	1315	3371	3644	1623	3278	1900	3487	4266	1822	2369	1921	1498	1928	1692	494	2402	1659	1889	947	1187	757	3584	2171	3059	2415	1896	1928	1186	3568	2555	6577	4924	2065	1175	5932	2352	2031	1900	3594	1896	1151	3817	9146	1420	4181	2310	2600	1127	2197	1408	1576	2157	2205	998	1894	3258	1902	2442	1151	1885	1341	1344	1891	1537	1518	4372	3400	2566	403	7075	3232	1148	2663	1328	2044	1918	1450	2785	2089	2874	2555	3858	1897	7837	3352	1904	770	9004	1533	1613	4746	0	1898	1890	684
224B21	45445	1311	1702	3066	2617	4224	1082	7568	6899	1663	2996	42	2310	2179	1945	3760	5329	23	1239	2312	3342	3311	44	3149	41	3233	5342	1399	25	3323	2515	62	2452	28	4588	2576	3091	3819	1564	3162	1204	5315	3565	3618	1665	3330	1673	3703	3029	2838	2823	40	3192	3836	1972	3035	44	1405	69	2112	2027	2555	3132	25	1970	1081	1939	3010	3145	3090	1496	31	69	1115	3000	3838	6494	5157	3122	1062	6186	2970	3107	26	3020	20	1039	3433	9348	1544	3786	3458	2889	1019	3638	1719	1250	3583	3661	2436	36	4514	30	3624	1038	82	1161	1186	31	2585	1948	4131	3098	3955	1595	6804	3327	1041	3631	2452	3100	42	2479	3281	1701	3893	3844	3344	21	8092	4656	35	2146	9245	2802	2183	4755	1898	0	42	2022
GCA_029855485	45477	1306	1698	3059	2616	4216	1080	7545	6871	1661	2984	40	2308	2161	1944	3748	5311	27	1237	2311	3331	3292	48	3145	58	3209	5312	1391	41	3314	2517	78	2432	43	4568	2578	3088	3805	1571	3151	1200	5284	3551	3605	1662	3316	1667	3688	3020	2832	2821	56	3196	3830	1973	3049	62	1400	67	2108	2026	2533	3119	26	1972	1079	1925	3003	3134	3065	1492	35	67	1111	2993	3824	6462	5140	3103	1057	6172	2947	3092	40	3012	40	1034	3422	9313	1533	3778	3451	2878	1015	3625	1716	1243	3571	3641	2435	35	4487	46	3611	1033	82	1154	1183	29	2578	1930	4119	3093	3940	1587	6772	3320	1036	3607	2433	3085	58	2468	3251	1695	3869	3828	3332	41	8061	4621	50	2127	9210	2787	2187	4760	1890	42	0	2021
GCA_018593995	45553	1879	957	3789	1333	4835	1727	7685	7068	1040	1774	2002	2185	1422	703	2109	4176	2012	2004	1187	4115	1859	2010	3779	2030	2128	5172	1997	2027	2103	1380	2061	1390	1960	4849	3022	1590	2670	2232	2526	1813	4626	2033	2047	2115	2452	1343	3540	3941	1840	3552	2024	3565	4520	2191	2075	2045	1937	2052	1888	856	2074	2082	2013	1064	1726	1295	3767	2064	3119	2503	2017	2052	1745	3753	3013	6595	5008	1950	1715	6082	2325	1714	2025	3778	2020	1692	4200	9353	1962	4265	2452	2291	1664	2055	1572	1789	2025	2066	1471	2018	3184	2026	2324	1691	2011	1840	1830	2015	2026	1340	4726	3460	2425	989	7305	3468	1687	2559	1390	2085	2044	1556	2850	2550	2978	3019	3898	2021	8051	3463	2028	840	9221	1567	2075	4916	684	2022	2021	0
